Synonym,Name,OrphaCode
Del(2)(p21),2p21 microdeletion syndrome,163693
Monosomy 2p21,2p21 microdeletion syndrome,163693
HCS,Hypotonia-cystinuria syndrome,163690
FOP,Fibrodysplasia ossificans progressiva,337
Myositis ossificans progressiva,Fibrodysplasia ossificans progressiva,337
Stone man syndrome,Fibrodysplasia ossificans progressiva,337
Pulmonic stenosis with 'café-au-lait' spots,Watson syndrome,3444
Basal cell nevus syndrome,Gorlin syndrome,377
Gorlin-Goltz syndrome,Gorlin syndrome,377
NBCCS,Gorlin syndrome,377
Nevoid basal cell carcinoma syndrome,Gorlin syndrome,377
Cri du chat syndrome,Monosomy 5p,281
Deletion 5p,Monosomy 5p,281
17-beta-hydroxysteroid dehydrogenase 3 deficiency,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",752
17-ketoreductase deficiency,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",752
17-ketosteroidreductase deficiency,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",752
"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency","46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",752
Cystinuria-lysinuria syndrome,Cystinuria,214
HPRT complete deficiency,Lesch-Nyhan syndrome,510
HPRT deficiency grade IV,Lesch-Nyhan syndrome,510
Hypoxanthine guanine phosphoribosyltransferase complete deficiency,Lesch-Nyhan syndrome,510
"Hypoxanthine guanine phosphoribosyltransferase deficiency, grade IV",Lesch-Nyhan syndrome,510
PMPS,Pearson syndrome,699
Pearson marrow-pancreas syndrome,Pearson syndrome,699
Current pressure-sensitive neuropathy,Hereditary neuropathy with liability to pressure palsies,640
HNPP,Hereditary neuropathy with liability to pressure palsies,640
Heterozygous microdeletion 17p11.2p12,Hereditary neuropathy with liability to pressure palsies,640
Potato-grubbing palsy,Hereditary neuropathy with liability to pressure palsies,640
Tomaculous neuropathy,Hereditary neuropathy with liability to pressure palsies,640
Tulip-bulb digger's palsy,Hereditary neuropathy with liability to pressure palsies,640
Alpha-1-proteinase inhibitor deficiency,Alpha-1-antitrypsin deficiency,60
Alpha1-antitrypsin deficiency,Alpha-1-antitrypsin deficiency,60
WS2,Waardenburg syndrome type 2,895
Waardenburg syndrome type II,Waardenburg syndrome type 2,895
Klein-Waardenburg syndrome,Waardenburg syndrome type 3,896
WS3,Waardenburg syndrome type 3,896
Waardenburg syndrome type III,Waardenburg syndrome type 3,896
Waardenburg syndrome with limb anomalies,Waardenburg syndrome type 3,896
"Imperforate anus-hand, foot and ear anomalies syndrome",Townes-Brocks syndrome,857
REAR syndrome,Townes-Brocks syndrome,857
Renal-ear-anal-radial syndrome,Townes-Brocks syndrome,857
Sensorineural deafness with imperforate anus and hypoplastic thumbs,Townes-Brocks syndrome,857
Sensorineural hearing loss with imperforate anus and hypoplastic thumbs,Townes-Brocks syndrome,857
TBS,Townes-Brocks syndrome,857
Townes syndrome,Townes-Brocks syndrome,857
WS1,Waardenburg syndrome type 1,894
Waardenburg syndrome type I,Waardenburg syndrome type 1,894
Adynamia episodica hereditaria,Hyperkalemic periodic paralysis,682
Familial hyperPP,Hyperkalemic periodic paralysis,682
Familial hyperkalemic periodic paralysis,Hyperkalemic periodic paralysis,682
Gamstorp disease,Hyperkalemic periodic paralysis,682
Gamstorp episodic adynamy,Hyperkalemic periodic paralysis,682
HYPP,Hyperkalemic periodic paralysis,682
HyperKPP,Hyperkalemic periodic paralysis,682
HyperPP,Hyperkalemic periodic paralysis,682
Hyperkalemic PP,Hyperkalemic periodic paralysis,682
Primary hyperPP,Hyperkalemic periodic paralysis,682
Primary hyperkalemic periodic paralysis,Hyperkalemic periodic paralysis,682
Aberfeld syndrome,Schwartz-Jampel syndrome,800
Burton skeletal dysplasia,Schwartz-Jampel syndrome,800
Burton syndrome,Schwartz-Jampel syndrome,800
Catel-Hempel syndrome,Schwartz-Jampel syndrome,800
"Dysostosis enchondralis metaepiphysaria, Catel-Hempel type",Schwartz-Jampel syndrome,800
Myotonic chondrodystrophy,Schwartz-Jampel syndrome,800
"Myotonic myopathy, dwarfism, chondrodystrophy, ocular and facial anomalies",Schwartz-Jampel syndrome,800
Osteochondromuscular dystrophy,Schwartz-Jampel syndrome,800
SJS,Schwartz-Jampel syndrome,800
SJS1,Schwartz-Jampel syndrome,800
Schwartz-Jampel syndrome type 1,Schwartz-Jampel syndrome,800
Schwartz-Jampel-Aberfeld syndrome,Schwartz-Jampel syndrome,800
NON RARE IN EUROPE: Patent ductus arteriosus,NON RARE IN EUROPE: Patent arterial duct,706
NON RARE IN EUROPE: Persistent patency of the arterial duct,NON RARE IN EUROPE: Patent arterial duct,706
Diastrophic dwarfism,Diastrophic dysplasia,628
Westphall disease,Hypokalemic periodic paralysis,681
BPES,Blepharophimosis-ptosis-epicanthus inversus syndrome,126
Branchiootorenal spectrum disorder,BOR syndrome,107
Branchiootorenal syndrome,BOR syndrome,107
Melnick-Fraser syndrome,BOR syndrome,107
HHT,Hereditary hemorrhagic telangiectasia,774
Rendu-Osler disease,Hereditary hemorrhagic telangiectasia,774
Rendu-Osler-Weber disease,Hereditary hemorrhagic telangiectasia,774
ACS3,Saethre-Chotzen syndrome,794
Acrocephalosyndactyly type 3,Saethre-Chotzen syndrome,794
SCS,Saethre-Chotzen syndrome,794
ACS5,Pfeiffer syndrome,710
Acrocephalosyndactyly type 5,Pfeiffer syndrome,710
Hamartomatous intestinal polyposis,Peutz-Jeghers syndrome,2869
PJS,Peutz-Jeghers syndrome,2869
Del(11)(p13),WAGR syndrome,893
Deletion 11p13,WAGR syndrome,893
Monosomy 11p13,WAGR syndrome,893
Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome,WAGR syndrome,893
Cerebrohepatorenal syndrome,Zellweger syndrome,912
Severe PBD-ZSD,Zellweger syndrome,912
Severe peroxisome biogenesis disorder-Zellweger spectrum disorder,Zellweger syndrome,912
ZS,Zellweger syndrome,912
Agenesis of corpus callosum with chorioretinal abnormality,Aicardi syndrome,50
Osteopetrosis autosomal dominant type 2,Albers-Schönberg osteopetrosis,53
Bassen-Kornzweig disease,Abetalipoproteinemia,14
Homozygous familial hypobetalipoproteinemia,Abetalipoproteinemia,14
Alagille-Watson syndrome,Alagille syndrome,52
Arteriohepatic dysplasia,Alagille syndrome,52
Syndromic bile duct paucity,Alagille syndrome,52
Chédiak-Higashi disease,Chédiak-Higashi syndrome,167
Chédiak-Higashi-Steinbrink syndrome,Chédiak-Higashi syndrome,167
CES,Cat-eye syndrome,195
Crouzon craniofacial dysostosis,Crouzon syndrome,207
Bilirubin uridinediphosphate glucuronosyltransferase deficiency,Crigler-Najjar syndrome,205
Bilirubin-UGT deficiency,Crigler-Najjar syndrome,205
Cap inflammatory polyposis,Cap polyposis,160148
Eroded polypoid hyperplasia,Cap polyposis,160148
Inflammatory myoglandular polyps,Cap polyposis,160148
Polypoid prolapsing folds,Cap polyposis,160148
Cowden disease,Cowden syndrome,201
Multiple hamartoma syndrome,Cowden syndrome,201
CLS,Coffin-Lowry syndrome,192
Duncan disease,X-linked lymphoproliferative disease,2442
Purtilo syndrome,X-linked lymphoproliferative disease,2442
XLP,X-linked lymphoproliferative disease,2442
Mild congenital F8 deficiency,Mild hemophilia A,169808
Mild congenital factor VIII deficiency,Mild hemophilia A,169808
Severe congenital F8 deficiency,Severe hemophilia A,169802
Severe congenital factor VIII deficiency,Severe hemophilia A,169802
Moderate congenital F8 deficiency,Moderate hemophilia A,169805
Moderate congenital factor VIII deficiency,Moderate hemophilia A,169805
Gonadotropin-independent female-limited sexual precocity,McCune-Albright syndrome,562
MD,Menkes disease,565
Menkes kinky hair disease,Menkes disease,565
Menkes syndrome,Menkes disease,565
Mitochondrial oxidative phosphorylation disorder due to nDNA anomalies,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,2443
OXPHOS disease due to nDNA anomalies,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,2443
OXPHOS disease due to nuclear DNA anomalies,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,2443
NON RARE IN EUROPE: Celiac sprue,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Coeliac disease,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Coeliac sprue,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Gluten intolerance,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Gluten-induced enteropathy,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Gluten-sensitive enteropathy,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Idiopathic steatorrhea,NON RARE IN EUROPE: Celiac disease,555
NON RARE IN EUROPE: Nontropical sprue,NON RARE IN EUROPE: Celiac disease,555
Asphyxiating thoracic dystrophy of the newborn,Jeune syndrome,474
JATD,Jeune syndrome,474
Jeune asphyxiating thoracic dystrophy,Jeune syndrome,474
Familial HLH,Familial hemophagocytic lymphohistiocytosis,540
Lenz microphthalmia,"Microphthalmia, Lenz type",568
Dysencephalia splanchnocystica,Meckel syndrome,564
Meckel-Gruber syndrome,Meckel syndrome,564
Chondroectodermal dysplasia,Ellis Van Creveld syndrome,289
Mesodermic dysplasia,Ellis Van Creveld syndrome,289
CMD1A,Laminin subunit alpha 2-related congenital muscular dystrophy,258
Congenital muscular dystrophy due to laminin alpha2 deficiency,Laminin subunit alpha 2-related congenital muscular dystrophy,258
Congenital muscular dystrophy type 1A,Laminin subunit alpha 2-related congenital muscular dystrophy,258
MDC1A,Laminin subunit alpha 2-related congenital muscular dystrophy,258
Merosin-negative congenital muscular dystrophy,Laminin subunit alpha 2-related congenital muscular dystrophy,258
Bilharziasis,Schistosomiasis,1247
Renal tubular normotensive hypokalemic alkalosis with hypercalciuria,Bartter syndrome,112
"Salt-losing tubular disorder, Henle's loop type",Bartter syndrome,112
"Salt-wasting tubulopathy, Henle's loop type",Bartter syndrome,112
OBSOLETE: AR-HIES,OBSOLETE: Autosomal recessive hyper-IgE syndrome,169446
OBSOLETE: Autosomal recessive HIES,OBSOLETE: Autosomal recessive hyper-IgE syndrome,169446
OBSOLETE: Hyperimmunoglobulin E syndrome type 2,OBSOLETE: Autosomal recessive hyper-IgE syndrome,169446
OBSOLETE: Non-skeletal hyper-IgE syndrome,OBSOLETE: Autosomal recessive hyper-IgE syndrome,169446
Male infertility due to chromosome Y microdeletion,Chromosome Y microdeletion,1646
Microdeletion of the AZF region on the Y chromosome,Chromosome Y microdeletion,1646
ADCA,Autosomal dominant cerebellar ataxia,99
Autosomal dominant spinocerebellar ataxia,Autosomal dominant cerebellar ataxia,99
BWS,Beckwith-Wiedemann syndrome,116
Exomphalos-macroglossia-gigantism syndrome,Beckwith-Wiedemann syndrome,116
Wiedemann-Beckwith syndrome,Beckwith-Wiedemann syndrome,116
ACS1,Apert syndrome,87
Acrocephalosyndactyly type 1,Apert syndrome,87
Episodic ataxia type 2,Familial paroxysmal ataxia,97
LI,Lamellar ichthyosis,313
Mild congenital F9 deficiency,Mild hemophilia B,169799
Mild congenital factor IX deficiency,Mild hemophilia B,169799
Moderate congenital F9 deficiency,Moderate hemophilia B,169796
Moderate congenital factor IX deficiency,Moderate hemophilia B,169796
Severe congenital F9 deficiency,Severe hemophilia B,169793
Severe congenital factor IX deficiency,Severe hemophilia B,169793
NON RARE IN EUROPE: HeFH,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,406
Ocular albinism with late-onset sensorineural hearing loss,Ocular albinism with late-onset sensorineural deafness,1000
O'Doherty syndrome,Ermine phenotype,999
Pigmentary disorder with deafness,Ermine phenotype,999
Pigmentary disorder with hearing loss,Ermine phenotype,999
Mild nemaline myopathy,Childhood-onset nemaline myopathy,171439
OCA,Oculocutaneous albinism,55
FLNC-associated myofibrillar myopathy,Muscle filaminopathy,171445
Filamin C-related filaminopathy,Muscle filaminopathy,171445
MFM5,Muscle filaminopathy,171445
SPG34,X-linked spastic paraplegia type 34,171607
Osteogenesis imperfecta-congenital joint contractures syndrome,Bruck syndrome,2771
SPG37,Autosomal dominant spastic paraplegia type 37,171612
SPG38,Autosomal dominant spastic paraplegia type 38,171617
Maternally-inherited cardiomyopathy and deafness,Mitochondrial DNA-related cardiomyopathy and hearing loss,1349
mtDNA-related cardiomyopathy and deafness,Mitochondrial DNA-related cardiomyopathy and hearing loss,1349
mtDNA-related cardiomyopathy and hearing loss,Mitochondrial DNA-related cardiomyopathy and hearing loss,1349
tRNA-LYS-related cardiomyopathy-hearing loss syndrome,Mitochondrial DNA-related cardiomyopathy and hearing loss,1349
SPG32,Autosomal recessive spastic paraplegia type 32,171622
SPG35,Autosomal recessive spastic paraplegia type 35,171629
NON RARE IN EUROPE: Familial cholemia,NON RARE IN EUROPE: Gilbert syndrome,357
NON RARE IN EUROPE: Hyperbilirubinemia type 1,NON RARE IN EUROPE: Gilbert syndrome,357
Franceschetti-Klein syndrome,Treacher-Collins syndrome,861
Mandibulofacial dysostosis without limb anomalies,Treacher-Collins syndrome,861
EPM1,Progressive myoclonic epilepsy type 1,308
Progressive myoclonus epilepsy type 1,Progressive myoclonic epilepsy type 1,308
ULD,Progressive myoclonic epilepsy type 1,308
Unverricht-Lundborg disease,Progressive myoclonic epilepsy type 1,308
"Tessier cleft number 1,2",Cleft lip with or without cleft palate,1991
Brachmann-de Lange syndrome,Cornelia de Lange syndrome,199
HPE,Holoprosencephaly,2162
Achalasia cardia,Idiopathic achalasia,930
Idiopathic achalasia of esophagus,Idiopathic achalasia,930
Primary achalasia,Idiopathic achalasia,930
Albinism-hearing loss syndrome,Albinism-deafness syndrome,998
22q11.2 microduplication syndrome,22q11.2 duplication syndrome,1727
Dup(22)(q11),22q11.2 duplication syndrome,1727
Duplication 22q11.2,22q11.2 duplication syndrome,1727
Trisomy 22q11.2,22q11.2 duplication syndrome,1727
Cernunnos XLFD,Cernunnos-XLF deficiency,169079
Cernunnos deficiency,Cernunnos-XLF deficiency,169079
Combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionizing radiation syndrome,Cernunnos-XLF deficiency,169079
NHEJ1 deficiency,Cernunnos-XLF deficiency,169079
Distal trisomy 18q,Distal duplication 18q,1716
Telomeric duplication 18q,Distal duplication 18q,1716
Trisomy 18qter,Distal duplication 18q,1716
Duplication 18p,Trisomy 18p,1715
Duplication of the short arm of chromosome 18,Trisomy 18p,1715
Trisomy of the short arm of chromosome 18,Trisomy 18p,1715
Chromosome 18 duplication,Trisomy 18,3380
Edwards syndrome,Trisomy 18,3380
Distal trisomy 15q,Distal duplication 15q,1707
Telomeric duplication 15q,Distal duplication 15q,1707
Trisomy 15qter,Distal duplication 15q,1707
Patau syndrome,Trisomy 13,3378
"Intellectual disability, Kahrizi type",Kahrizi syndrome,168972
Intellectual disability-cataract-coloboma-kyphosis syndrome,Kahrizi syndrome,168972
Interleukin-2 receptor alpha chain deficiency,Immunodeficiency due to CD25 deficiency,169100
Thymoma-immunodeficiency syndrome,Good syndrome,169105
Immune dysfunction due to T-cell inactivation due to calcium entry defect,Combined immunodeficiency due to CRAC channel dysfunction,169090
Duplication 9p,Trisomy 9p,236
Duplication of the short arm of chromosome 9,Trisomy 9p,236
Trisomy of the short arm of chromosome 9,Trisomy 9p,236
Alymphoid cystic thymic dysgenesis,Severe combined immunodeficiency due to FOXN1 deficiency,169095
Nude/SCID,Severe combined immunodeficiency due to FOXN1 deficiency,169095
Nude/severe combined immunodeficiency,Severe combined immunodeficiency due to FOXN1 deficiency,169095
SCID due to FOXN1 deficiency,Severe combined immunodeficiency due to FOXN1 deficiency,169095
Severe T-cell immunodeficiency-congenital alopecia-nail dystrophy syndrome,Severe combined immunodeficiency due to FOXN1 deficiency,169095
Winged helix deficiency,Severe combined immunodeficiency due to FOXN1 deficiency,169095
